"word_pos_id","word_id","pos_tag_id","lemma_word_id","frequency_count","level"
"38296","73977","14",,"214975","6"
"38297","63963","14",,"309711","6"
"38298","118049","12",,"50773","6"
"38299","11417","13","15839","7990870","4"
"38300","13471","13","7231","6135607","2"
"38301","38059","12",,"959731","6"
"38302","90509","12",,"121894","6"
"38303","6380","7","3753","6882050","3"
"38304","35329","7",,"143562","6"
"38305","154285","14",,"16752","6"
"38306","39093","12",,"681231","6"
"38307","33410","29","10393","1020542","5.01832556203281"
"38308","62324","7",,"181699","6"
"38309","47010","12",,"619542","6"
"38310","86391","12",,"139587","6"
"38311","31259","7",,"11137","3.75582148032573"
"38312","33626","7",,"83490","6"
"38313","110376","14",,"64716","6"
"38314","20877","7",,"2831064","4.37821630076569"
"38315","14276","7",,"247821","3"
"38316","20494","14",,"2169286","6"
"38317","166839","12",,"11678","6"
"38318","16446","7",,"22783","2.57383243712"
"38319","22839","7",,"715241","5.96194691487393"
"38320","137089","14",,"28518","6"
"38321","93483","14",,"95709","6"
"38322","7794","7",,"43633","6"
"38323","137264","14",,"28360","6"
"38324","113048","14","84543","59541","6"
"38325","52452","12",,"95156","6"
"38326","55432","7",,"416676","6"
"38327","14632","7",,"4272632","6"
"38328","56197","12",,"420023","1"
"38329","127470","14",,"37927","6"
"38330","99525","14",,"90932","6"
"38331","41450","7","4351","447614","1.5"
"38332","58457","14",,"38009","6"
"38333","24312","7",,"1573347","6"
"38334","81622","14",,"164536","6"
"38335","145456","14",,"22027","6"
"38336","22252","27",,"2529957","6"
"38337","80824","12",,"104369","6"
"38338","111977","14",,"61512","6"
"38339","37831","7",,"531669","1.99883998714242"
"38340","1556","12",,"103639020","3"
"38341","142743","14",,"23954","6"
"38342","34391","14",,"1103533","4"
"38343","53047","13","45128","478457","4"
"38344","76622","27","22063","166145","6"
"38345","56995","12",,"406082","6"
"38346","13659","20",,"5986709","4"
"38347","124931","13","99379","41068","6"
"38348","21815","12",,"76864","3"
"38349","94180","12",,"108341","6"
"38350","112848","14",,"59891","6"
"38351","94494","14",,"87399","6"
"38352","54065","14",,"77482","1.79602806420501"
"38353","17304","12",,"369577","1"
"38354","88041","14",,"132211","6"
"38355","72987","13","44213","222873","6"
"38356","118326","12",,"50379","2"
"38357","150680","12",,"18699","6"
"38358","40612","12",,"29574","6"
"38359","25858","7",,"1484551","6"
"38360","100464","12",,"88285","2"
"38361","12069","13","4016","1352287","3"
"38362","25718","27","7968","1772053","4"
"38363","90927","14",,"120216","6"
"38364","12995","27",,"632418","4"
"38365","39265","14",,"865027","6"
"38366","6380","29","3753","12463253","3"
"38367","130553","14",,"34586","6"
"38368","45768","14",,"656933","6"
"38369","110331","12",,"41853","6"
"38370","57955","7",,"341046","3.94219598714322"
"38371","11127","7",,"189092","6"
"38372","10311","27",,"3234053","4"
"38373","76014","14","31098","199522","6"
"38374","3481","27",,"42673851","3"
"38375","30500","12",,"18349","6"
"38376","22701","12",,"327460","6"
"38377","142013","14",,"24518","6"
"38378","13869","12",,"386116","4"
"38379","48783","13","19697","386937","4"
"38380","158658","14",,"14664","6"
"38381","380","7",,"680481","2"
"38382","37065","12",,"997211","6"
"38383","110011","14",,"65427","3.8631337458885"
"38384","83529","13","9240","154111","2"
"38385","58964","14",,"375894","4"
"38386","103948","14",,"79111","6"
"38387","38564","7","16583","105335","4"
"38388","61391","12","83206","274763","3"
"38389","70035","12",,"225697","5.46249147170178"
"38390","51873","12",,"90559","3"
"38391","44022","12",,"260406","6"
"38392","4798","12",,"28053318","3"
"38393","109646","14",,"66153","6"
"38394","34800","12",,"80048","4.73419195581936"
"38395","4207","27",,"648182","6"
"38396","168786","14",,"11092","6"
"38397","19482","7",,"75863","6"
"38398","47446","7",,"520378","6"
"38399","10785","7",,"37298","6"
"38400","80095","12",,"173587","6"
"38401","8227","14",,"13249726","4.46619675162741"
"38402","99697","14",,"90439","6"
"38403","81395","12",,"59073","6"
"38404","69541","12",,"42387","6"
"38405","160636","14","51729","13878","6"
"38406","9633","29","1397","2422088","1.5"
"38407","153404","14",,"17194","6"
"38408","3500","12",,"1041878","6"
"38409","24199","7",,"1457978","6"
"38410","68505","12",,"229759","6"
"38411","30534","7",,"1334115","6"
"38412","84281","14",,"150210","6"
"38413","105094","14",,"76343","6"
"38414","49639","14",,"552368","6"
"38415","62296","12",,"330451","6"
"38416","34211","12",,"811626","6"
"38417","27679","12",,"24131","3.60381911535736"
"38418","158671","14",,"14660","5.598960036731"
"38419","8253","20",,"381982","6"
"38420","170875","14",,"10502","6"
"38421","36440","12",,"1008846","6"
"38422","31870","30","170","1170719","2.33333333333333"
"38423","68271","14",,"264180","6"
"38424","61157","14",,"211444","6"
"38425","20515","7",,"192658","6"
"38426","5071","30","2611","23504190","2.5"
"38427","59561","14",,"366938","6"
"38428","134870","14",,"30523","6"
"38429","12509","12",,"159039","3"
"38430","109147","13","89995","67244","6"
"38431","99178","12",,"42731","3"
"38432","36602","7",,"1020327","6"
"38433","8607","29","6019","12348895","3"
"38434","93075","13","69388","112208","6"
"38435","8658","12",,"11557111","4.68427805188155"
"38436","87834","12",,"119171","6"
"38437","88814","14",,"128974","6"
"38438","52692","29","58870","394995","4"
"38439","94956","14",,"105582","6"
"38440","30257","29","6676","959683","1"
"38441","102940","12",,"70354","6"
"38442","14185","27",,"483082","3"
"38443","140193","14",,"25922","6"
"38444","17356","12",,"3892970","3"
"38445","48092","20",,"591462","4"
"38446","42293","7",,"695859","6"
"38447","49229","12",,"498886","6"
"38448","45089","27","33508","338377","6"
"38449","81962","14",,"162616","6"
"38450","93934","13","41804","109198","6"
"38451","46216","13","4761","643117","1.5"
"38452","4399","7","832","240358","2"
"38453","67280","14",,"273879","6"
"38454","40993","7",,"17092","4"
"38455","6241","27",,"19947850","4"
"38456","116327","12",,"53597","6"
"38457","171752","14",,"10262","6"
"38458","56979","12",,"406322","6"
"38459","4904","12",,"26987559","3.48514708957209"
"38460","104771","14",,"61481","6"
"38461","10120","12",,"9641070","4.95914003393172"
"38462","46092","14",,"629419","6"
"38463","116205","14",,"53796","6"
"38464","42520","29","47437","667624","6"
"38465","55152","13","34401","438209","4"
"38466","128371","14",,"36915","6"
"38467","122132","14",,"44773","6"
"38468","17069","14",,"4142401","6"
"38469","148405","14",,"20093","6"
"38470","13304","7",,"6285081","3"
"38471","171807","14",,"10248","6"
"38472","81776","7",,"148455","6"
"38473","12188","13","6585","7235841","2.5"
"38474","152219","14","54536","17832","2"
"38475","7853","27","1797","13677734","2.5"
"38476","8033","12",,"13486558","3"
"38477","75840","12",,"144988","6"
"38478","35438","7",,"885095","6"
"38479","64728","29","41504","254282","6"
"38480","66241","12",,"10552","6"
"38481","17146","27",,"28505","6"
"38482","134338","14",,"30998","6"
"38483","37865","20",,"970311","3"
"38484","31752","12",,"613014","6"
"38485","132602","14",,"32568","6"
"38486","100660","14",,"87785","1.55009119896483"
"38487","15114","13","5306","5029218","4"
"38488","68565","14",,"261502","6"
"38489","23116","12",,"129605","6"
"38490","12583","30","3125","6890536","1"
"38491","10198","7",,"8357942","1"
"38492","49543","14",,"554592","6"
"38493","56131","7",,"363469","6"
"38494","140346","14",,"25785","6"
"38495","93156","13","73850","111933","1"
"38496","117191","12",,"52190","6"
"38497","58730","12",,"218480","6"
"38498","105642","14",,"75235","6"
"38499","159415","14",,"14371","6"
"38500","50998","14",,"521858","6"
"38501","103187","14",,"81153","6"
"38502","53604","12",,"256346","6"
"38503","162855","14",,"13037","6"
"38504","84822","14",,"147422","6"
"38505","111097","13",,"63234","6"
"38506","2986","12",,"51608008","4"
"38507","67589","14",,"270611","6"
"38508","76170","14",,"198481","6"
"38509","111940","14",,"61575","6"
"38510","67306","12",,"273536","6"
"38511","127022","13","42872","38437","6"
"38512","10688","27","6957","8788866","3"
"38513","77209","14",,"191667","6"
"38514","43969","7",,"649879","6"
"38515","79567","12",,"142579","6"
"38516","31845","29","13508","987566","5.63137853267437"
"38517","74872","29","72130","207836","6"
"38518","21386","27",,"2739093","4"
"38519","85100","14",,"131305","6"
"38520","170","7",,"19037789","4"
"38521","93287","14",,"77965","6"
"38522","39090","12","63758","30880","6"
"38523","102705","14",,"69575","6"
"38524","11924","12",,"3044527","6"
"38525","17746","13","5942","222093","3"
"38526","167529","14",,"11459","6"
"38527","129762","14",,"35448","6"
"38528","97981","12",,"95617","6"
"38529","4207","12",,"32788640","3.241308026703"
"38530","34672","7",,"118473","6"
"38531","121615","14",,"45549","6"
"38532","59589","12",,"366594","2.5"
"38533","87764","14",,"133567","6"
"38534","14463","13","4597","445633","3"
"38535","130503","14",,"34643","6"
"38536","84451","14",,"149316","6"
"38537","101341","14",,"85961","6"
"38538","104073","14",,"78760","6"
"38539","15064","12",,"126677","6"
"38540","122244","13",,"44603","6"
"38541","79694","7",,"33329","6"
"38542","27430","12",,"1776370","6"
"38543","142267","14",,"24323","6"
"38544","76582","14",,"195527","6"
"38545","79006","14",,"155595","6"
"38546","14785","30","20987","4508483","4"
"38547","113019","14",,"59579","6"
"38548","160849","14",,"13798","6"
"38549","106523","14","78857","73102","6"
"38550","54793","13","33141","444412","6"
"38551","44235","7",,"662620","6"
"38552","107404","12",,"29303","6"
"38553","151451","14",,"18235","6"
"38554","20928","30","40246","2743922","4.29286205934219"
"38555","100999","14",,"86890","6"
"38556","90038","12",,"123861","1"
"38557","34295","7",,"1131245","6"
"38558","10246","12",,"9392889","4.99670276702749"
"38559","19981","13","16156","3136542","6"
"38560","45904","12",,"10691","6"
"38561","145146","14","65269","22237","6"
"38562","129913","14",,"35274","6"
"38563","79736","14",,"175556","6"
"38564","47232","13","9046","613378","4"
"38565","36381","12",,"129189","6"
"38566","27958","7",,"1675573","6"
"38567","31227","27",,"37231","6"
"38568","73388","13","42991","219746","6"
"38569","142149","14",,"24412","6"
"38570","11233","12",,"8081003","2.5"
"38571","32904","12",,"61667","4.82884704628002"
"38572","15844","12",,"4651654","4"
"38573","5703","12",,"22608732","3"
"38574","27335","14",,"1784776","6"
"38575","111723","14",,"61981","6"
"38576","52463","14",,"490632","6"
"38577","160896","14",,"13779","6"
"38578","95619","14",,"103259","6"
"38579","103486","12",,"54454","6"
"38580","115109","14",,"55635","6"
"38581","10559","27",,"478689","6"
"38582","104779","14",,"77131","6"
"38583","30750","14",,"1451362","6"
"38584","27986","13","695","1724374","3"
"38585","96011","12",,"101997","6"
"38586","8659","13","2891","12238552","3"
"38587","38655","14",,"346749","6"
"38588","136268","12",,"29214","6"
"38589","81188","14","9239","91917","3"
"38590","164398","14",,"12479","6"
"38591","167131","14",,"11583","6"
"38592","56220","12",,"419434","6"
"38593","57690","27","60172","373529","6"
"38594","8920","30","9690","11657134","3"
"38595","62060","7",,"312534","6"
"38596","10188","14",,"9304721","2"
"38597","129514","14",,"35701","6"
"38598","97102","14",,"98543","6"
"38599","32485","7",,"1203572","6"
"38600","4827","27",,"27889682","4"
"38601","103710","13","85721","79773","4"
"38602","48097","14",,"591257","6"
"38603","24652","7",,"2148617","6"
"38604","159589","14",,"14300","6"
"38605","164775","14",,"12349","6"
"38606","8475","29","4021","12653467","3"
"38607","34933","14",,"1138689","6"
"38608","73794","12",,"123681","3"
"38609","51322","12",,"11190","2.5"
"38610","33762","12","26571","30094","4"
"38611","25865","12",,"1818432","6"
"38612","19024","12",,"3426675","3.48824119323943"
"38613","114604","12",,"56614","6"
"38614","3197","12",,"44282576","2"
"38615","72810","13","8002","224274","4.3966986242538"
"38616","42313","13","12679","775930","5.48195541277032"
"38617","55564","13","19138","430774","6"
"38618","16721","12",,"4217747","6"
"38619","49288","12",,"560448","6"
"38620","8056","30","2695","13688599","3.5"
"38621","119085","12",,"33407","1"
"38622","13293","12",,"105058","6"
"38623","164231","12",,"12537","6"
"38624","149575","14",,"19350","6"
"38625","50157","14",,"431056","6"
"38626","168009","14",,"11319","6"
"38627","106485","12",,"73182","6"
"38628","134911","14",,"30481","6"
"38629","48217","12",,"455985","6"
"38630","42876","12",,"549215","6"
"38631","39902","29","13495","789347","5.62949420218065"
"38632","48985","12",,"59554","4"
"38633","141286","14",,"25062","6"
"38634","42179","29","22104","759414","6"
"38635","96617","14",,"100007","6"
"38636","61549","12",,"135217","6"
"38637","44801","12",,"99933","6"
"38638","75193","12",,"205530","6"
"38639","4028","27",,"3701243","3"
"38640","82556","14",,"149227","6"
"38641","115894","14",,"54308","6"
"38642","38021","14","16675","951969","4"
"38643","68997","12",,"257294","6"
"38644","17342","7",,"4020158","5.75913929202205"
"38645","30889","12",,"1439413","4"
"38646","58258","13","19676","386307","2"
"38647","90816","12",,"120720","4.83964977644154"
"38648","139586","14",,"26387","6"
"38649","142277","14",,"24314","6"
"38650","128285","14",,"37009","6"
"38651","14921","27","1252","544495","1"
"38652","9688","7","23787","7514947","4"
"38653","12959","13","8610","6497278","4.58000599146174"
"38654","86689","12",,"18949","6"
"38655","60679","14",,"351422","6"
"38656","121173","14",,"46137","6"
"38657","94069","14",,"90330","6"
"38658","19014","13","12986","440865","5.53668386807961"
"38659","54933","14",,"442016","6"
"38660","126011","14",,"39697","6"
"38661","49875","27",,"511860","3"
"38662","32029","14",,"618390","6"
"38663","39168","29","6537","774493","4"
"38664","30928","12",,"30463","6"
"38665","90459","12",,"72903","6"
"38666","74199","14",,"196721","6"
"38667","163456","14",,"12819","6"
"38668","10045","7","8763","855875","4"
"38669","16340","27",,"4469560","4"
"38670","64648","27",,"122660","3"
"38671","19490","13","13194","3293275","5.57778489009593"
"38672","2923","12",,"19092385","2"
"38673","129152","14",,"36073","6"
"38674","86683","12",,"41602","6"
"38675","1265","7",,"1338219","4"
"38676","1326","7",,"2496490","2"
"38677","3492","7",,"42401156","1"
"38678","127480","14",,"37919","6"
"38679","54311","29","70083","277352","6"
"38680","9334","7","5495","573750","2"
"38681","88830","14",,"128906","6"
"38682","18754","13","6526","1908784","3.5"
"38683","99221","12",,"91853","6"
"38684","85825","12",,"142472","6"
"38685","72071","14",,"230196","6"
"38686","72616","14",,"225894","6"
"38687","134698","14",,"30688","6"
"38688","99903","14",,"89833","6"
"38689","506","12",,"2481513","2"
"38690","10171","7",,"88313","6"
"38691","46538","12",,"633753","6"
"38692","22339","13","5063","2472658","2"
"38693","171525","14",,"10320","1"
"38694","103947","14",,"54084","6"
"38695","142985","14",,"23772","6"
"38696","88091","14",,"131947","6"
"38697","87062","13","57974","36844","3"
"38698","3422","29","1585","43646825","2"
"38699","90179","13","41995","123164","3.32429775295378"
"38700","2938","13","1649","52628277","4"
"38701","128235","14",,"37079","6"
"38702","22476","12",,"2322028","1.1838298607339"
"38703","28762","12",,"1635350","6"
"38704","91290","12",,"118831","6"
"38705","94313","14",,"107871","6"
"38706","78723","14",,"14325","6"
"38707","60321","7",,"85504","6"
"38708","17143","12","57750","357253","3.36574601784704"
"38709","120759","14",,"46693","6"
"38710","33364","14",,"1243932","6"
"38711","122558","14",,"44118","6"
"38712","142929","14",,"23809","6"
"38713","15332","7",,"4964644","2"
"38714","16935","12",,"3927036","6"
"38715","4064","12",,"35075284","3"
"38716","38130","12","51342","830817","6"
"38717","95007","14",,"105363","6"
"38718","117485","14",,"21443","6"
"38719","21638","12",,"53707","3"
"38720","28025","13","9914","1718329","4.91534404869635"
"38721","20456","7",,"2987722","6"
"38722","58759","12",,"364547","6"
"38723","164471","14",,"12457","2.66702956008302"
"38724","96216","12",,"101324","6"
"38725","81611","14",,"136050","6"
"38726","60315","13","14089","356276","5.72737045793855"
"38727","2202","7",,"72180144","2"
"38728","22012","12",,"2637764","6"
"38729","1428","12",,"111766970","1"
"38730","108761","12",,"68089","6"
"38731","73716","13","4009","217087","2"
"38732","43903","7",,"14643","6"
"38733","8065","30","888","13670373","2.5"
"38734","57516","14",,"380809","6"
"38735","35061","27","3510","712558","4"
"38736","158918","14",,"14574","6"
"38737","57557","12",,"397328","4"
"38738","36620","12",,"248872","1.35908818455994"
"38739","1510","27",,"22356905","4"
"38740","32899","12",,"1279543","6"
"38741","85634","7",,"105017","6"
"38742","8678","7",,"59557","2"
"38743","95830","12",,"102569","6"
"38744","9776","13","2189","9896016","2.12294262479597"
"38745","31510","14",,"1387026","2"
"38746","115114","13","66538","55627","6"
"38747","13936","27",,"2132343","4"
"38748","42666","14",,"105730","4"
"38749","7249","29","1758","14666867","3.5"
"38750","104478","14",,"77862","6"
"38751","17853","27",,"806996","6"
"38752","93645","14",,"110165","6"
"38753","10198","12",,"1162144","1"
"38754","73830","13","21682","216169","6"
"38755","36172","14",,"1060768","4"
"38756","30582","12",,"292124","4"
"38757","33999","29","9168","757607","2"
"38758","113630","14",,"58451","6"
"38759","110019","14",,"65412","6"
"38760","64403","7",,"14933","6"
"38761","5745","29","3889","22416138","4"
"38762","1517","12",,"103453070","3"
"38763","16593","20",,"13609","6"
"38764","111622","12",,"62159","6"
"38765","85833","14",,"142450","6"
"38766","123673","14",,"42662","6"
"38767","105776","14",,"74887","6"
"38768","131472","12",,"33665","6"
"38769","87416","12",,"135064","6"
"38770","69293","13","29983","254695","6"
"38771","52107","14",,"498479","6"
"38772","20877","12",,"89912","4.37821630076569"
"38773","56442","13","27733","415738","6"
"38774","94918","13","74976","105716","6"
"38775","61879","12",,"335085","6"
"38776","12924","14",,"5897153","5.68472674169993"
"38777","37945","12",,"966021","6"
"38778","23400","12",,"2401807","2.5"
"38779","37942","12",,"233295","3"
"38780","83308","14",,"155312","2"
"38781","28610","7",,"64814","6"
"38782","153516","14",,"17137","6"
"38783","144494","14",,"22732","6"
"38784","19540","13","5871","3141464","1"
"38785","116368","12",,"53531","6"
"38786","21724","13","5495","453149","2"
"38787","21364","20",,"2774851","3"
"38788","63989","7",,"283056","6"
"38789","56423","12",,"415988","5.70500869227697"
"38790","30989","13","15263","1430215","5.89595936601553"
"38791","39255","14",,"902232","6"
"38792","141176","12",,"25150","6"
"38793","152158","14",,"17865","6"
"38794","149147","14",,"19632","6"
"38795","102743","13",,"82221","6"
"38796","106461","14",,"73244","6"
"38797","96605","12",,"13734","6"
"38798","12887","14",,"6637736","3.75582148032573"
"38799","54570","13",,"448618","6"
"38800","83375","20",,"154946","6"
"38801","52831","12",,"443636","6"
"38802","104101","14",,"78685","6"
"38803","23042","7",,"294401","6"
"38804","135294","14",,"30134","6"
"38805","42013","14",,"787304","6"
"38806","30787","12",,"10413","2"
"38807","12091","12",,"5660486","3.5"
"38808","81986","7",,"29542","6"
"38809","152890","12",,"17477","6"
"38810","32299","20",,"1103751","5.03369102171372"
"38811","18291","14",,"3620136","6"
"38812","3147","27",,"1113511","1"
"38813","32924","14",,"1096148","6"
"38814","47509","12",,"606382","3.94437184074034"
"38815","88449","14",,"80493","6"
"38816","145255","14",,"22170","6"
"38817","18248","14",,"3663280","6"
"38818","43239","13","22072","725583","6"
"38819","45941","13","31673","652112","6"
"38820","69849","29","64648","157172","3"
"38821","27275","12",,"1788397","6"
"38822","1821","12",,"54411855","3"
"38823","160591","14",,"13896","6"
"38824","86865","13","17183","137429","4.22972552323871"
"38825","45260","14",,"551940","6"
"38826","21055","27",,"167972","6"
"38827","65001","14",,"298470","6"
"38828","108436","14",,"68818","6"
"38829","18487","12",,"3471107","6"
"38830","72955","12",,"50824","6"
"38831","6603","29","2156","16553405","3"
"38832","102897","12",,"68218","6"
"38833","32344","29","5702","1288200","3.71231923433924"
"38834","4423","7",,"3878649","6"
"38835","49446","12",,"447648","6"
"38836","23782","12",,"2279697","6"
"38837","129338","12",,"35881","6"
"38838","27652","30","104236","1633560","6"
"38839","208","12",,"487426362","1"
"38840","167665","14",,"11417","5.70582806250121"
"38841","88168","14",,"121257","6"
"38842","77945","14",,"186786","6"
"38843","37878","12",,"969370","6"
"38844","84652","12",,"148265","6"
"38845","48164","13","12003","589692","5.35346510146863"
"38846","115902","14",,"54297","3.94219598714322"
"38847","115340","14",,"55238","6"
"38848","138212","14",,"27520","6"
"38849","92524","12",,"114229","6"
"38850","44227","7",,"276987","6"
"38851","128476","12",,"36802","6"
"38852","152688","14",,"17581","6"
"38853","17235","30","21345","4064386","6"
"38854","75589","12",,"202607","6"
"38855","132440","14",,"32716","6"
"38856","20648","7",,"2503319","2"
"38857","4249","12",,"31168614","2"
"38858","35765","12",,"825442","2.33333333333333"
"38859","45252","14",,"482705","6"
"38860","142379","14",,"24245","6"
"38861","17962","27",,"3574316","6"
"38862","50627","29","6526","411431","3.5"
"38863","33706","29","36605","908704","4"
"38864","111531","14",,"62343","6"
"38865","8420","12",,"1582549","1.5"
"38866","5505","7",,"321458","4"
"38867","14545","14",,"4817182","5.93907253548987"
"38868","109310","14",,"66861","6"
"38869","7588","30","5940","6110654","3.78751994436986"
"38870","80713","12",,"169851","6"
"38871","24556","7",,"1312260","6"
"38872","155608","14",,"16053","6"
"38873","36483","29","6638","907465","4"
"38874","83586","12",,"70515","6"
"38875","47886","12",,"457970","6"
"38876","158010","12",,"14939","6"
"38877","5236","30","1566","22691358","3"
"38878","24100","14",,"2135409","6"
"38879","120521","14",,"47050","6"
"38880","101539","14",,"85415","6"
"38881","67436","20",,"200877","3.48824119323943"
"38882","157180","14",,"15330","6"
"38883","150490","14",,"18811","6"
"38884","145756","14",,"21810","6"
"38885","29590","14",,"1556310","6"
"38886","24084","12",,"2242483","6"
"38887","144486","14","90588","22739","1"
"38888","3568","7",,"41231806","4"
"38889","4543","27","1378","7767974","1.5"
"38890","85321","12",,"144875","6"
"38891","91551","12",,"117892","4"
"38892","27221","7",,"30747","6"
"38893","9954","13","1909","9872129","3"
"38894","11447","9","211","7714627","1"
"38895","133171","14",,"32051","6"
"38896","37081","13","17129","996795","4"
"38897","41196","12",,"68876","6"
"38898","51764","12",,"505632","1"
"38899","62735","15","20169","324860","6"
"38900","25765","12",,"1047562","2"
"38901","45735","12",,"13094","6"
"38902","59204","13","55197","372301","6"
"38903","64970","14",,"298807","6"
"38904","7622","14",,"14846821","4.28452236283694"
"38905","152693","14",,"17579","6"
"38906","14252","27","146031","3236102","4"
"38907","55232","12",,"436607","6"
"38908","68918","14",,"258004","6"
"38909","130332","14",,"34804","2"
"38910","118553","14",,"10842","6"
"38911","56121","12",,"296091","6"
"38912","48647","12",,"512823","6"
"38913","33310","12","22688","11074","4"
"38914","66272","14",,"284039","6"
"38915","123273","14",,"43190","6"
"38916","76365","14",,"197182","6"
"38917","13030","2",,"15741","6"
"38918","6220","29","4105","20056558","4"
"38919","29633","13","22310","1551779","1"
"38920","96713","14",,"99662","6"
"38921","13506","7",,"101575","4"
"38922","79432","14",,"177497","3.16427223368129"
"38923","4175","7",,"4518864","2"
"38924","1659","12",,"1830907","2.5"
"38925","27857","12",,"1706482","4"
"38926","89682","14",,"125241","6"
"38927","127830","12",,"24400","6"
"38928","44475","29","22514","698775","3"
"38929","4953","12",,"27010723","4"
"38930","7295","27","882","12373340","3.66666666666667"
"38931","55702","12",,"428390","6"
"38932","40122","20",,"852904","6"
"38933","24274","12",,"99412","6"
"38934","18010","7",,"34516","6"
"38935","13306","12",,"808646","5.38067961411806"
"38936","11884","27",,"7278937","5.38104914161227"
"38937","93393","13","56635","111048","6"
"38938","18330","14",,"3545214","6"
"38939","86161","12",,"99783","5.57535318695384"
"38940","30222","13","3583","268793","2.5"
"38941","20867","13","10005","693882","3"
"38942","59329","12",,"370667","6"
"38943","50754","12",,"16404","6"
"38944","167458","14",,"11484","6"
"38945","15031","14",,"918895","4"
"38946","84638","12",,"148310","6"
"38947","81611","7",,"28554","6"
"38948","75667","13","26018","202030","6"
"38949","52391","12",,"492619","6"
"38950","143811","12",,"23209","2.85499294455773"
"38951","100284","14",,"88764","1"
"38952","70849","14",,"240047","6"
"38953","130615","14",,"34521","6"
"38954","17323","2",,"192782","6"
"38955","20667","12",,"2045784","6"
"38956","75475","14",,"203415","6"
"38957","124574","13","82808","41504","6"
"38958","80324","12",,"18754","5.46357401177552"
"38959","15810","27",,"4721909","5.96194691487393"
"38960","64881","14",,"299592","6"
"38961","55246","12",,"207396","4.58000599146174"
"38962","76697","14",,"153570","6"
"38963","146851","12","152911","21100","6"
"38964","28994","13","9168","102887","2"
"38965","166236","7",,"11873","6"
"38966","72594","12",,"48501","6"
"38967","20115","7","17289","187838","6"
"38968","85258","14",,"145151","6"
"38969","54016","12",,"459623","6"
"38970","102185","13","23519","83738","6"
"38971","44376","27",,"41738","6"
"38972","102459","14",,"82995","6"
"38973","91127","12",,"119430","6"
"38974","12456","7",,"138805","3"
"38975","4818","12",,"6644423","3"
"38976","16643","30","8256","4327733","3"
"38977","3773","7",,"38218533","3"
"38978","130055","14",,"35124","6"
"38979","142629","14",,"24045","3.36574601784704"
"38980","122416","12",,"44342","6"
"38981","142323","14",,"24278","3"
"38982","43024","14",,"726511","6"
"38983","100188","14",,"89070","6"
"38984","7637","7","5998","1194482","2"
"38985","72006","12",,"230835","6"
"38986","150547","12",,"18780","6"
"38987","18965","29","12526","2913446","4"
"38988","134818","14",,"30570","6"
"38989","54154","13","110504","457078","6"
"38990","35993","14",,"157231","6"
"38991","77161","14",,"191952","6"
"38992","7625","30","19523","10374115","4"
"38993","60387","14",,"355336","6"
"38994","43360","12",,"737603","1"
"38995","80280","14",,"172367","6"
"38996","29010","27",,"75707","6"
"38997","40294","13","12040","856016","5.36272032046345"
"38998","156220","14",,"15762","6"
"38999","76645","12",,"29860","3.36574601784704"
"39000","98641","12",,"93704","6"
"39001","4597","27",,"29719321","3"
"39002","18000","12",,"116741","4"
"39003","128434","14",,"36844","6"
"39004","21837","27","18240","2141247","4"
"39005","70156","14",,"82333","6"
"39006","24402","12",,"1645980","6"
"39007","9312","20",,"76640","1"
"39008","45813","14",,"13777","2"
"39009","12762","12","19561","20165","4"
"39010","100548","14",,"88064","6"
"39011","5148","12",,"25705040","4"
"39012","54103","14",,"458122","6"
"39013","56343","12",,"328684","6"
"39014","80674","12",,"170093","6"
"39015","8678","12",,"12075750","2"
"39016","40349","13","6026","478115","3.5"
"39017","44536","7",,"46578","6"
"39018","94680","14",,"95997","6"
"39019","56918","7",,"264956","6"
"39020","41386","7",,"775256","6"
"39021","102816","14",,"82056","6"
"39022","21071","29","1890","2573602","3"
"39023","15709","29","22289","4772776","3"
"39024","59429","12",,"369117","3.04455303992177"
"39025","49860","7",,"297299","6"
"39026","22526","29","32668","1176903","6"
"39027","86596","12",,"138621","6"
"39028","112999","7",,"28470","6"
"39029","21469","12",,"2737147","6"
"39030","28473","7",,"1528690","5.87929656270265"
"39031","125868","13","24084","39886","6"
"39032","130700","14",,"34413","6"
"39033","66579","14",,"96266","6"
"39034","13278","7",,"58837","6"
"39035","43107","7",,"711783","3.41687067082571"
"39036","51345","14",,"502050","1"
"39037","90459","27",,"49206","6"
"39038","726","12",,"103705364","1.91000513620855"
"39039","30556","14",,"1412136","6"
"39040","38116","27","6654","657651","2"
"39041","12838","30","24245","6670930","4"
"39042","43920","13","25943","718246","4"
"39043","9988","12",,"9830043","4"
"39044","55876","12",,"413212","6"
"39045","152537","12",,"17668","6"
"39046","42359","29","14369","666200","5.76851627667907"
"39047","1956","27",,"70007514","2"
"39048","42429","13","11307","543533","2"
"39049","21830","7","4824","1212745","3.44262737477277"
"39050","50849","14",,"525143","6"
"39051","124648","14",,"41399","6"
"39052","64733","14",,"301081","6"
"39053","35032","12",,"1034057","6"
"39054","147790","14",,"20483","6"
"39055","24934","13","10417","2105207","5.02302869333548"
"39056","124427","14",,"41649","6"
"39057","72780","12",,"224572","6"
"39058","65537","13","51139","292641","6"
"39059","133994","14",,"31326","6"
"39060","45587","14","9024","640499","4.69688104279652"
"39061","85008","12","111853","15778","6"
"39062","18763","7","3533","122613","1.5"
"39063","34135","7",,"81628","5.27181185311462"
"39064","91884","12",,"116580","1"
"39065","12818","27","9336","368071","2"
